,game_name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
1650,GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87,87.0,7.9
1651,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,7.9
1652,GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70.0,8.7
1654,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,60.0,7.9
1656,GT Legends,PC,2005,Racing,Atari,0.0,0.02,0.0,0.0,0.02,84.0,8.6
1657,GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,4.0
1658,GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,8.2
1660,Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,8.4
1662,Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.01,84.0,8.5
1663,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03,84.0,8.7
1664,Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,5.8
1665,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73.0,7.5
1666,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,77.0,6.6
1667,Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,7.6
1668,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,8.3
1669,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,8.4
1673,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67.0,7.0
1679,Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,91.0,8.7
1680,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,69.0,6.3
1681,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,8.5
1682,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2,92.0,8.1
1683,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,8.2
1684,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,8.4
1685,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,7.9
1686,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24,83.0,7.8
1687,Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0.0,0.0,0.0,0.02,79.0,7.2
1688,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.03,0.14,0.0,0.1,1.27,73.0,7.2
1689,Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1.0,0.13,0.0,0.1,1.23,70.0,6.7
1690,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,5.0
1691,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,6.3
1692,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,8.8
1693,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.84,0.57,0.0,0.16,1.57,72.0,8.0
1694,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,7.6
1695,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.63,0.0,0.25,2.66,85.0,6.3
1696,Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0.0,0.27,1.92,84.0,7.5
1700,Gun,PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,8.7
1701,Gun,XB,2005,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,7.8
1702,Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,77.0,8.6
1703,Gun Showdown,PSP,2006,Action,Activision,0.05,0.0,0.0,0.01,0.06,73.0,7.6
1710,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,68.0,8.7
1717,Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,8.5
1720,Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,52.0,6.1
1721,Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51.0,4.5
1724,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,96.0,9.1
1725,Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,8.6
1726,Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,95.0,8.2
1727,Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,5.6
1728,Halo 2 Multiplayer Map Pack,XB,2005,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69,89.0,7.4
1729,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,12.12,94.0,7.8
1731,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,73.0,7.3
1734,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77.0,7.8
1749,Happy Feet,Wii,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46.0,6.7
1752,Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,6.7
1753,Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,6.0
1754,Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42,69.0,6.3
1755,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,5.8
1756,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,6.0
1757,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,7.4
1758,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0.0,0.1,0.84,51.0,4.9
1759,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.05,0.0,0.04,0.46,69.0,7.2
1760,Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,52.0,7.6
1761,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.03,0.0,0.02,0.29,68.0,6.8
1762,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,8.0
1763,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24,67.0,6.6
1764,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,63.0,7.1
1765,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,8.7
1766,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,69.0,8.1
1767,Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38,67.0,7.3
1768,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,8.8
1769,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,67.0,7.2
1779,Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,65.0,7.0
1781,Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73,76.0,8.9
1782,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,70.0,9.2
1785,Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29,69.0,8.8
1786,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83.0,8.9
1788,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65.0,8.2
1790,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,62.0,8.0
1791,Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,7.8
1792,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.96,0.33,0.0,0.13,1.43,63.0,7.5
1794,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,67.0,8.8
1797,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,6.5
1798,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,62.0,6.7
1799,Headhunter: Redemption,XB,2004,Action,Sega,0.02,0.0,0.0,0.0,0.02,59.0,6.8
1801,Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62.0,6.2
1804,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79.0,8.3
1808,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,47.0,6.1
1809,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,5.7
1810,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,7.1
1811,Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70.0,6.3
1816,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08,64.0,6.8
1818,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,7.0
1820,Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,47.0,6.8
1823,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,7.9
1824,Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,76.0,8.4
1825,Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13,76.0,8.2
1826,Heroes of the Pacific,PC,2005,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02,76.0,6.7
1862,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,83.0,8.4
1863,Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82.0,8.7
1864,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,9.1
1865,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,82.0,8.8
1866,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,80.0,8.3
1867,Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,78.0,8.8
1872,Homie Rollerz,DS,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,23.0,2.4
1879,Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01,55.0,7.9
1881,Hospital Tycoon,PC,2007,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01,51.0,3.8
1882,Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,55.0,6.5
1883,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81.0,8.7
1884,Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82.0,8.6
1885,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81.0,8.8
1886,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70.0,8.1
1892,Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0.0,0.08,0.59,62.0,8.1
1894,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,6.2
1897,Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78.0,8.6
1899,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,2.5
1902,Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,37.0,3.0
1904,Hummer Badlands,XB,2006,Racing,Global Star,0.01,0.0,0.0,0.0,0.02,44.0,6.0
1907,Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,68.0,8.0
1912,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,66.0,7.8
1922,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,8.8
1941,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,8.4
1942,Imperium Romanum,PC,2008,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,63.0,7.5
1944,Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12,61.0,4.8
1946,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,72.0,9.0
1948,Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,47.0,6.7
1950,Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,83.0,7.8
1951,Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84.0,7.7
1952,Indigo Prophecy,PC,2005,Adventure,Atari,0.0,0.02,0.0,0.0,0.02,85.0,8.3
1954,Infected,PSP,2005,Shooter,THQ,0.14,0.0,0.0,0.01,0.15,74.0,8.3
1955,Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,68.0,7.0
1958,Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,67.0,7.8
1959,Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,7.0
1964,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,8.3
1965,InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.09,46.0,7.6
1966,InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,51.0,8.1
1970,Iron Man,PS3,2008,Action,Sega,0.32,0.25,0.0,0.11,0.68,42.0,6.2
1971,Iron Man,PSP,2008,Action,Sega,0.46,0.09,0.0,0.09,0.63,44.0,6.5
1972,Iron Man,Wii,2008,Action,Sega,0.3,0.22,0.0,0.06,0.59,44.0,7.0
1973,Iron Man,X360,2008,Action,Sega,0.27,0.24,0.0,0.06,0.57,45.0,5.9
1974,Iron Man,PS2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.54,47.0,5.6
1975,Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.51,56.0,7.0
1976,Iron Phoenix,XB,2005,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,58.0,6.5
1979,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,7.9
1986,Jack Keane,PC,2008,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69.0,7.0
1987,Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,58.0,6.6
1988,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,58.0,7.0
1990,Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,89.0,8.6
1991,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,84.0,8.6
1992,Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,76.0,7.7
2001,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84.0,9.1
2002,James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,7.4
2003,James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,84.0,8.2
2011,Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0.0,0.08,0.6,52.0,7.5
2012,Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,6.2
2013,Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,87.0,8.2
2016,Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26.0,2.8
2040,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27,30.0,2.0
2056,Juiced,PS2,2005,Racing,THQ,0.26,0.2,0.0,0.07,0.53,68.0,7.7
2057,Juiced,XB,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,68.0,9.1
2058,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68.0,7.6
2059,Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66.0,6.7
2060,Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0.0,0.11,0.37,73.0,7.8
2061,Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71.0,6.4
2063,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0.0,0.01,0.0,0.0,0.01,61.0,5.0
2064,Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0.0,0.12,0.42,65.0,8.2
2067,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,28.0,2.5
2069,Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,29.0,3.3
2072,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73.0,7.2
2073,Just Cause,PC,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,75.0,7.3
2074,Just Cause,PS2,2006,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02,67.0,7.9
2075,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,72.0,7.8
2076,Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,43.0,5.7
2077,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,72.0,7.4
2086,Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,8.1
2096,Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions,0.01,0.01,0.0,0.0,0.02,58.0,8.7
2098,Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,80.0,8.5
2104,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0
2109,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76.0,7.0
2110,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,7.8
2111,Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,86.0,9.0
2133,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,38.0,4.1
2134,Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0.0,0.2,0.01,0.28,70.0,7.5
2139,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,73.0,8.1
2149,Killer7,GC,2005,Action,Capcom,0.12,0.03,0.0,0.0,0.15,74.0,8.5
2150,Killer7,PS2,2005,Action,Capcom,0.04,0.03,0.0,0.01,0.09,70.0,8.1
2151,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,7.4
2152,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,0.89,77.0,8.3
2157,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59.0,8.0
2161,King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,6.9
2163,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,9.0
2164,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,68.0,7.2
2165,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76.0,7.9
2166,Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,72.0,7.5
2167,Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55.0,5.9
2168,Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,78.0,7.5
2169,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,81.0,7.9
2179,Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71.0,8.1
2180,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,8.8
2181,Kirby: Canvas Curse,DS,2005,Platform,Nintendo,0.36,0.0,0.32,0.03,0.72,86.0,8.2
2182,Klonoa,Wii,2008,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01,0.16,77.0,8.6
2183,Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0.0,0.0,0.0,0.02,53.0,4.5
2184,Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.08,76.0,8.6
2186,Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,77.0,9.1
2195,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.19,0.01,0.0,0.02,0.22,82.0,8.2
2196,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69.0,8.7
2205,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,7.4
2207,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.91,70.0,6.7
2208,Kung Fu Panda,PS2,2008,Action,Activision,0.24,0.0,0.0,0.41,0.65,73.0,8.6
2209,Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.0,0.09,0.51,76.0,7.3
2210,Kung Fu Panda,PC,2008,Action,Activision,0.0,0.02,0.0,0.0,0.02,71.0,7.8
2213,Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,57.0,7.7
2220,L.A. Rush,PS2,2005,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47,58.0,8.0
2221,L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,59.0,3.0
2222,Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,53.0,6.4
2223,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,32.0,5.8
2226,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,7.9
2227,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,89.0,9.2
2230,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,7.3
2231,Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,4.8
2233,Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,57.0,5.8
2234,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47.0,7.1
2235,Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,50.0,7.1
2236,Legendary,PC,2008,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,50.0,6.6
2237,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,7.9
2238,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,8.0
2239,LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0.0,0.19,1.29,75.0,7.7
2240,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,77.0,8.9
2241,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,80.0,7.8
